DBN,Year,percent_level3_4
11X112,2014,6.9
11X112,2015,9.3
11X112,2016,7.6
11X112,2017,10.6
11X112,2018,8
11X112,2019,20.2
11X121,2013,35.2
11X121,2014,42.6
11X121,2015,36.9
11X121,2016,33.9
11X121,2017,29.8
11X121,2018,31.4
11X121,2019,36.7
11X127,2013,23.5
11X127,2014,24.6
11X127,2015,27.2
11X127,2016,19.7
11X127,2017,22.2
11X127,2018,25.9
11X127,2019,28.7
11X144,2013,8.8
11X144,2014,5.3
11X144,2015,5.7
11X144,2016,7.9
11X144,2017,8
11X144,2018,22.6
11X144,2019,27.4
11X153,2013,39.3
11X153,2014,50.6
11X153,2015,52.1
11X153,2016,52.2
11X153,2017,53.7
11X153,2018,55
11X153,2019,52.7
11X160,2013,17.3
11X160,2014,17
11X160,2015,12.5
11X160,2016,10.7
11X160,2017,17.4
11X160,2018,35.3
11X160,2019,38.4
11X169,2013,34.3
11X169,2014,38.3
11X169,2015,38.9
11X169,2016,46.1
11X169,2017,55.4
11X169,2018,52.9
11X169,2019,48
11X175,2013,46.7
11X175,2014,50.7
11X175,2015,53.2
11X175,2016,52.9
11X175,2017,46.3
11X175,2018,49.3
11X175,2019,42.2
11X178,2013,22.5
11X178,2014,41.3
11X178,2015,29.8
11X178,2016,29.1
11X178,2017,31.9
11X178,2018,21.9
11X178,2019,21.7
11X180,2013,19.3
11X180,2014,23.2
11X180,2015,34
11X180,2016,33.7
11X180,2017,30
11X180,2018,36.7
11X180,2019,37.1
11X181,2013,31.1
11X181,2014,30.6
11X181,2015,34.7
11X181,2016,38.1
11X181,2017,29.4
11X181,2018,31.9
11X181,2019,34.4
11X189,2013,15.3
11X189,2014,26.8
11X189,2015,25
11X189,2016,23.6
11X189,2017,35.1
11X189,2018,34.1
11X189,2019,29.7
11X194,2013,35.7
11X194,2014,39.7
11X194,2015,43.1
11X194,2016,36.4
11X194,2017,36.4
11X194,2018,42
11X194,2019,43.5
11X287,2013,7.8
11X287,2014,6.4
11X287,2015,2.5
11X287,2016,5.4
11X287,2017,5.5
11X287,2018,6.5
11X287,2019,9.8
11X326,2013,15
11X326,2014,8.2
11X326,2015,11
11X326,2016,11.3
11X326,2017,21
11X326,2018,18.6
11X326,2019,21.4
11X355,2014,7.7
11X355,2015,8
11X355,2016,4.9
11X355,2017,7.4
11X355,2018,9.1
11X355,2019,9.1
11X357,2017,41.2
11X357,2018,43.7
11X357,2019,47.8
11X370,2013,4.2
11X370,2014,5.3
11X370,2015,5.3
11X370,2016,6.2
11X370,2017,4
11X370,2018,14.5
11X370,2019,8.6
11X462,2013,9.1
11X462,2014,17.3
11X462,2015,26.7
11X462,2016,33.1
11X462,2017,25.1
11X462,2018,14.4
11X462,2019,24.1
11X468,2013,15
11X468,2014,14.2
11X468,2015,17.3
11X468,2016,23.5
11X468,2017,23.2
11X468,2018,34.6
11X468,2019,39.9
11X481,2019,73.5
11X483,2019,48.6
11X498,2013,29.6
11X498,2014,36.9
11X498,2015,35.8
11X498,2016,36.1
11X498,2017,41.1
11X498,2018,51.5
11X498,2019,57.6
11X529,2013,10
11X529,2014,14.8
11X529,2015,13.9
11X529,2016,17.9
11X529,2017,22.8
11X529,2018,28
11X529,2019,33.2
11X532,2013,14
11X532,2014,23.9
11X532,2015,23.8
11X532,2016,9.7
11X532,2017,8.7
11X532,2018,11.9
11X532,2019,12.7
11X556,2013,4.7
11X556,2014,5.3
11X556,2015,7.7
11X556,2016,14.3
11X556,2017,14.6
11X556,2018,23.6
11X556,2019,26.2
11X566,2013,10.4
11X566,2014,9.8
11X566,2015,11.7
11X566,2016,8.4
11X566,2017,12.1
11X566,2018,16.4
11X566,2019,21.6
11X567,2016,20
11X567,2017,21.1
11X567,2018,20.7
11X567,2019,25.9
12X006,2013,9.7
12X006,2014,19.8
12X006,2015,13.9
12X006,2016,20.6
12X006,2017,21.5
12X006,2018,15.2
12X006,2019,20.5
12X044,2013,18.3
12X044,2014,19.5
12X044,2015,18.4
12X044,2016,11.8
12X044,2017,23.1
12X044,2018,32.7
12X044,2019,39.7
12X047,2013,14
12X047,2014,15
12X047,2015,16.8
12X047,2016,15.9
12X047,2017,16.9
12X047,2018,21
12X047,2019,27.7
12X057,2013,11
12X057,2014,13.6
12X057,2015,20.2
12X057,2016,15.7
12X057,2017,14.1
12X057,2018,23.3
12X057,2019,21.2
12X061,2013,19.1
12X061,2014,24
12X061,2015,26.1
12X061,2016,13.1
12X061,2017,14.6
12X061,2018,20.9
12X061,2019,33.9
12X066,2013,13.8
12X066,2014,16.6
12X066,2015,13.5
12X066,2016,19.4
12X066,2017,15.4
12X066,2018,22
12X066,2019,37.1
12X067,2013,9
12X067,2014,12.7
12X067,2015,12.9
12X067,2016,19.2
12X067,2017,28.2
12X067,2018,38
12X067,2019,44.5
12X098,2013,11.1
12X098,2014,19.9
12X098,2015,10.3
12X098,2016,17.9
12X098,2017,11.5
12X098,2018,11.3
12X098,2019,13.4
12X129,2013,13.2
12X129,2014,17.6
12X129,2015,15.3
12X129,2016,20.6
12X129,2017,18.5
12X129,2018,24
12X129,2019,32.4
12X134,2013,14.1
12X134,2014,18.6
12X134,2015,20
12X134,2016,13.1
12X134,2017,15.3
12X134,2018,16.1
12X134,2019,17.5
12X150,2013,13.1
12X150,2014,19.8
12X150,2015,15.8
12X150,2016,18
12X150,2017,20.7
12X150,2018,28
12X150,2019,35.1
12X190,2013,7.7
12X190,2014,7.3
12X190,2015,11.8
12X190,2016,15
12X190,2017,15.1
12X190,2018,19.4
12X190,2019,15.1
12X195,2013,7.2
12X195,2014,13.1
12X195,2015,14.2
12X195,2016,7.8
12X195,2017,8.3
12X195,2018,17
12X195,2019,24.2
12X196,2013,19.2
12X196,2014,26.4
12X196,2015,22.3
12X196,2016,19.7
12X196,2017,14.7
12X196,2018,21.6
12X196,2019,28.6
12X211,2013,14.1
12X211,2014,11.5
12X211,2015,21.2
12X211,2016,20.6
12X211,2017,17.6
12X211,2018,23.7
12X211,2019,20.4
12X212,2013,6.8
12X212,2014,4.8
12X212,2015,16.1
12X212,2016,12.7
12X212,2017,15.4
12X212,2018,10.9
12X212,2019,14.7
12X214,2013,24.3
12X214,2014,22.1
12X214,2015,18.3
12X214,2016,18.1
12X214,2017,16.8
12X214,2018,17.6
12X214,2019,21.1
12X217,2013,5.7
12X217,2014,4.1
12X217,2015,4.3
12X217,2016,7.4
12X217,2017,9.5
12X217,2018,14.5
12X217,2019,16.9
12X242,2013,13.9
12X242,2014,13.9
12X242,2015,18.5
12X242,2016,10.6
12X242,2017,8.1
12X242,2018,22.1
12X242,2019,25.8
12X267,2013,18.3
12X267,2014,14.4
12X267,2015,14.6
12X267,2016,15.2
12X267,2017,14.7
12X267,2018,23.2
12X267,2019,31.3
12X271,2013,10.1
12X271,2014,15.4
12X271,2015,10.4
12X271,2016,19.2
12X271,2017,11.9
12X271,2018,15.3
12X271,2019,21.4
12X273,2013,9.2
12X273,2014,11.7
12X273,2015,10.4
12X273,2016,10.6
12X273,2017,6.7
12X273,2018,14.6
12X273,2019,13.8
12X286,2013,7.9
12X286,2014,10.2
12X286,2015,8.1
12X286,2016,6.6
12X286,2017,3.5
12X286,2018,4.6
12X286,2019,16.2
12X300,2013,12.9
12X300,2014,13.7
12X300,2015,11.5
12X300,2016,11.4
12X300,2017,14.3
12X300,2018,15.3
12X300,2019,27.3
12X314,2015,4.4
12X314,2016,7.8
12X314,2017,5.1
12X314,2018,14.7
12X314,2019,16.5
12X316,2013,15.2
12X316,2014,30.5
12X316,2015,27.1
12X316,2016,28.1
12X316,2017,18.2
12X316,2018,22.9
12X316,2019,30
12X318,2013,4.7
12X318,2014,10.4
12X318,2015,9.7
12X318,2016,13
12X318,2017,10.6
12X318,2018,9.3
12X318,2019,13.4
12X341,2013,7
12X341,2014,4.4
12X341,2015,10.4
12X341,2016,14.3
12X341,2017,8.7
12X341,2018,7.7
12X341,2019,9.2
12X383,2013,10.3
12X383,2014,19.3
12X383,2015,18.7
12X383,2016,17.2
12X383,2017,14.3
12X383,2018,13.9
12X383,2019,21.6
12X458,2018,24.3
12X458,2019,31.7
12X463,2013,2.4
12X463,2014,4.3
12X463,2015,14.7
12X463,2016,12.8
12X463,2017,22.2
12X463,2018,29.9
12X463,2019,35.7
12X531,2013,5.4
12X531,2014,13.6
12X531,2015,15
12X531,2016,22.8
12X531,2017,18.1
12X531,2018,24.5
12X531,2019,23.1
12X536,2013,20
12X536,2014,18.3
12X536,2015,19.4
12X536,2016,17.9
12X536,2017,17.3
12X536,2018,21.2
12X536,2019,21.7
12X691,2013,21.5
12X691,2014,29.8
12X691,2015,22.6
12X691,2016,18.5
12X691,2017,22.5
12X691,2018,33.1
12X691,2019,38.2
13K003,2013,21.9
13K003,2014,25.6
13K003,2015,27.2
13K003,2016,35.7
13K003,2017,22.3
13K003,2018,23.6
13K003,2019,26.3
13K008,2013,59.3
13K008,2014,60.5
13K008,2015,63
13K008,2016,63.5
13K008,2017,62.7
13K008,2018,71.9
13K008,2019,70.7
13K009,2013,38.3
13K009,2014,48.6
13K009,2015,46
13K009,2016,46.2
13K009,2017,47.8
13K009,2018,53
13K009,2019,58.4
13K011,2013,57.2
13K011,2014,58.6
13K011,2015,61.1
13K011,2016,68.6
13K011,2017,73.3
13K011,2018,74.4
13K011,2019,76.2
13K020,2013,25.3
13K020,2014,24.8
13K020,2015,30.9
13K020,2016,38.8
13K020,2017,38.5
13K020,2018,65.4
13K020,2019,61.8
13K044,2013,15.3
13K044,2014,17.2
13K044,2015,24
13K044,2016,10.3
13K044,2017,24.3
13K044,2018,28.6
13K044,2019,30.8
13K046,2013,21.6
13K046,2014,21.4
13K046,2015,15.1
13K046,2016,27.3
13K046,2017,22.7
13K046,2018,22.9
13K046,2019,27.4
13K054,2013,17.3
13K054,2014,12.8
13K054,2015,9.2
13K054,2016,4.9
13K054,2017,8.9
13K054,2018,21.8
13K054,2019,32.9
13K056,2013,40.7
13K056,2014,42.5
13K056,2015,46.5
13K056,2016,27.6
13K056,2017,18.6
13K056,2018,20.2
13K056,2019,26.4
13K067,2013,6.6
13K067,2014,3.5
13K067,2015,12.9
13K067,2016,15.2
13K067,2017,19.5
13K067,2018,29.2
13K067,2019,18.2
13K093,2013,20.9
13K093,2014,22.1
13K093,2015,27
13K093,2016,26.3
13K093,2017,24.1
13K093,2018,22.3
13K093,2019,28.7
13K113,2013,10.1
13K113,2014,8.1
13K113,2015,7.1
13K113,2016,8.4
13K113,2017,8.6
13K113,2018,14.1
13K113,2019,20.2
13K133,2013,12.4
13K133,2014,21.2
13K133,2015,26.7
13K133,2016,42
13K133,2017,45.3
13K133,2018,57.9
13K133,2019,62.4
13K256,2013,20.6
13K256,2014,27.3
13K256,2015,25.5
13K256,2016,33.3
13K256,2017,37.1
13K256,2018,46.2
13K256,2019,30
13K265,2013,6.9
13K265,2014,8.1
13K265,2015,5.9
13K265,2016,5.9
13K265,2017,4.1
13K265,2018,5.4
13K265,2019,11.4
13K266,2013,10.2
13K266,2014,8.1
13K266,2015,7.5
13K266,2016,11.1
13K266,2017,13.1
13K266,2018,21.5
13K266,2019,27.6
13K270,2013,13.9
13K270,2014,16.7
13K270,2015,10.3
13K270,2016,13.2
13K270,2017,33.3
13K270,2018,25
13K270,2019,12.5
13K282,2013,25.4
13K282,2014,33.1
13K282,2015,28.6
13K282,2016,34.3
13K282,2017,30.6
13K282,2018,39.6
13K282,2019,41.3
13K287,2013,11.7
13K287,2014,9.3
13K287,2015,9.7
13K287,2016,16.9
13K287,2017,7
13K287,2018,9.2
13K287,2019,6.5
13K301,2013,3.7
13K301,2014,4.1
13K301,2015,9.6
13K301,2016,13.5
13K301,2017,8.9
13K301,2018,10.8
13K301,2019,15.7
13K305,2013,16.1
13K305,2014,14.3
13K305,2015,3.3
13K305,2016,10.1
13K305,2017,21.1
13K305,2018,32.8
13K305,2019,19.1
13K307,2013,19
13K307,2014,24
13K307,2015,20.3
13K307,2016,16.5
13K307,2017,24
13K307,2018,30.1
13K307,2019,30.6
13K313,2013,14.4
13K313,2014,17.4
13K313,2015,18
13K313,2016,21.5
13K313,2017,37.9
13K313,2018,49.4
13K313,2019,49.6
13K351,2013,7.6
13K351,2014,6.6
13K351,2015,4
13K351,2016,7.1
13K351,2017,5.8
13K351,2018,17.3
13K351,2019,17.3
13K492,2013,27.3
13K492,2014,32.4
13K492,2015,42.5
13K492,2016,50
13K492,2017,47.7
13K492,2018,63.4
13K492,2019,75.4
13K527,2013,18.7
13K527,2014,18.8
13K527,2015,6.9
13K527,2016,13.9
13K527,2017,17.2
13K527,2018,30.9
13K527,2019,29.6
13K691,2013,6.1
13K691,2014,8.2
13K691,2015,8.7
13K691,2016,10.9
13K691,2017,7.3
13K691,2018,12.1
13K691,2019,14.3
14K016,2013,11.8
14K016,2014,17.1
14K016,2015,19.6
14K016,2016,15.5
14K016,2017,14.7
14K016,2018,23.9
14K016,2019,26.4
14K017,2013,20.4
14K017,2014,38.8
14K017,2015,38.6
14K017,2016,40.8
14K017,2017,43.3
14K017,2018,48.7
14K017,2019,51.7
14K018,2013,20.8
14K018,2014,27.1
14K018,2015,20.5
14K018,2016,10
14K018,2017,33.8
14K018,2018,29.7
14K018,2019,41
14K023,2013,16.3
14K023,2014,24.3
14K023,2015,22.1
14K023,2016,21.2
14K023,2017,16.1
14K023,2018,35.8
14K023,2019,32
14K031,2013,69.4
14K031,2014,76.2
14K031,2015,74.6
14K031,2016,70.6
14K031,2017,69.2
14K031,2018,72.2
14K031,2019,75.2
14K034,2013,56.4
14K034,2014,67
14K034,2015,65.7
14K034,2016,60.1
14K034,2017,63.2
14K034,2018,65.7
14K034,2019,65.7
14K050,2013,2.7
14K050,2014,3.9
14K050,2015,6.6
14K050,2016,8.2
14K050,2017,17.6
14K050,2018,25.3
14K050,2019,38.4
14K059,2013,8.2
14K059,2014,12.5
14K059,2015,18.3
14K059,2016,18.8
14K059,2017,23.1
14K059,2018,32.1
14K059,2019,37.3
14K071,2013,1.2
14K071,2014,3.6
14K071,2015,3.6
14K071,2016,7.1
14K071,2017,6.8
14K071,2018,20.4
14K071,2019,24.3
14K084,2013,14.8
14K084,2014,23.3
14K084,2015,24.8
14K084,2016,17.9
14K084,2017,30.7
14K084,2018,34.3
14K084,2019,38.9
14K110,2013,24.1
14K110,2014,45.8
14K110,2015,37.6
14K110,2016,43.2
14K110,2017,53.1
14K110,2018,53.4
14K110,2019,63.3
14K120,2013,15.8
14K120,2014,26.4
14K120,2015,35.1
14K120,2016,45.9
14K120,2017,28.8
14K120,2018,41.9
14K120,2019,28.5
14K126,2013,8.1
14K126,2014,10.9
14K126,2015,12.2
14K126,2016,12.5
14K126,2017,16.4
14K126,2018,13.9
14K126,2019,26.4
14K132,2013,41.2
14K132,2014,59.8
14K132,2015,60.7
14K132,2016,63.4
14K132,2017,54.4
14K132,2018,65.7
14K132,2019,60.7
14K147,2013,21
14K147,2014,24.8
14K147,2015,21.3
14K147,2016,32.9
14K147,2017,28.9
14K147,2018,47.3
14K147,2019,42.4
14K157,2013,12
14K157,2014,11.4
14K157,2015,12.8
14K157,2016,14.9
14K157,2017,10
14K157,2018,19.7
14K157,2019,18.8
14K196,2013,35.6
14K196,2014,35.3
14K196,2015,34.5
14K196,2016,25.8
14K196,2017,28
14K196,2018,34.2
14K196,2019,43.8
14K250,2013,25.4
14K250,2014,31.8
14K250,2015,27
14K250,2016,22.3
14K250,2017,25.3
14K250,2018,27.7
14K250,2019,38
14K257,2013,26.1
14K257,2014,40.2
14K257,2015,44.7
14K257,2016,42.2
14K257,2017,35.1
14K257,2018,44.3
14K257,2019,51.6
14K297,2013,19
14K297,2014,23.4
14K297,2015,22.2
14K297,2016,27.5
14K297,2017,17.6
14K297,2018,26.6
14K297,2019,25.3
14K318,2013,32.2
14K318,2014,26.4
14K318,2015,24.6
14K318,2016,29
14K318,2017,28.3
14K318,2018,31.8
14K318,2019,42.1
14K380,2013,30.6
14K380,2014,46.5
14K380,2015,41.2
14K380,2016,48.2
14K380,2017,50.9
14K380,2018,53.8
14K380,2019,52.6
14K414,2014,7.3
14K414,2015,32.8
14K414,2016,43.9
14K414,2017,45.2
14K414,2018,53.8
14K414,2019,49.7
14K577,2013,22.3
14K577,2014,28.7
14K577,2015,27.6
14K577,2016,37.4
14K577,2017,36.1
14K577,2018,50.3
14K577,2019,48.5
14K582,2013,5.5
14K582,2014,5.7
14K582,2015,4.1
14K582,2016,9
14K582,2017,7.8
14K582,2018,25.6
14K582,2019,26.3
14K586,2013,1
14K586,2014,3
14K586,2015,1.2
14K586,2016,2
14K586,2017,0.7
14K586,2018,6.5
14K586,2019,5.8
14K614,2013,14.6
14K614,2014,26.4
14K614,2015,19.5
14K614,2016,16.4
14K614,2017,16
14K614,2018,23.5
14K614,2019,24.4
15K001,2013,21.9
15K001,2014,30.4
15K001,2015,32.7
15K001,2016,31.6
15K001,2017,30.1
15K001,2018,34.6
15K001,2019,33.8
15K010,2013,58
15K010,2014,63.6
15K010,2015,69
15K010,2016,67.4
15K010,2017,61.9
15K010,2018,75.1
15K010,2019,73.6
15K015,2013,17.3
15K015,2014,33.6
15K015,2015,34.4
15K015,2016,55.5
15K015,2017,39.8
15K015,2018,25
15K015,2019,28.9
15K024,2013,15.9
15K024,2014,19.9
15K024,2015,22.6
15K024,2016,24.8
15K024,2017,24.7
15K024,2018,20.2
15K024,2019,23.6
15K029,2013,70.7
15K029,2014,80.6
15K029,2015,82.7
15K029,2016,74.6
15K029,2017,77.9
15K029,2018,81.2
15K029,2019,79.6
15K032,2013,35.3
15K032,2014,61.1
15K032,2015,57.9
15K032,2016,62.1
15K032,2017,64.6
15K032,2018,61.1
15K032,2019,61.7
15K038,2013,33.1
15K038,2014,44.8
15K038,2015,42.8
15K038,2016,52.8
15K038,2017,56.1
15K038,2018,62.4
15K038,2019,63.1
15K039,2013,68
15K039,2014,73.8
15K039,2015,74.2
15K039,2016,74.3
15K039,2017,80.6
15K039,2018,86.7
15K039,2019,88
15K051,2013,70.8
15K051,2014,66.9
15K051,2015,73.5
15K051,2016,80
15K051,2017,79.7
15K051,2018,82.4
15K051,2019,81.9
15K058,2013,66.8
15K058,2014,76.8
15K058,2015,76.3
15K058,2016,78.1
15K058,2017,77.7
15K058,2018,78.1
15K058,2019,79
15K088,2013,23.5
15K088,2014,25.6
15K088,2015,28.7
15K088,2016,35.1
15K088,2017,36
15K088,2018,39.7
15K088,2019,35.5
15K094,2013,32.3
15K094,2014,39.3
15K094,2015,42.6
15K094,2016,52.3
15K094,2017,53.8
15K094,2018,58.7
15K094,2019,61.6
15K107,2013,72.3
15K107,2014,72
15K107,2015,83.6
15K107,2016,84.3
15K107,2017,86.2
15K107,2018,89
15K107,2019,88.7
15K118,2017,91.2
15K118,2018,89.3
15K118,2019,79.1
15K124,2013,20.5
15K124,2014,32.5
15K124,2015,31.3
15K124,2016,39.5
15K124,2017,44.8
15K124,2018,48.5
15K124,2019,46.3
15K130,2013,38.8
15K130,2014,41.7
15K130,2015,43
15K130,2016,43.2
15K130,2017,49.8
15K130,2018,62.2
15K130,2019,59.6
15K131,2013,35
15K131,2014,43.9
15K131,2015,49.1
15K131,2016,44.6
15K131,2017,53.3
15K131,2018,58.6
15K131,2019,60.3
15K136,2013,2
15K136,2014,8.1
15K136,2015,7.7
15K136,2016,10.2
15K136,2017,7.4
15K136,2018,14.4
15K136,2019,14
15K146,2013,47.9
15K146,2014,53.1
15K146,2015,56.3
15K146,2016,35.7
15K146,2017,33.3
15K146,2018,55.6
15K146,2019,59.1
15K154,2013,52
15K154,2014,65.6
15K154,2015,64.4
15K154,2016,72.5
15K154,2017,82.8
15K154,2018,76.9
15K154,2019,70.1
15K169,2013,36.7
15K169,2014,50.9
15K169,2015,49.9
15K169,2016,42.7
15K169,2017,46.5
15K169,2018,46.9
15K169,2019,48.2
15K172,2013,88.4
15K172,2014,97.5
15K172,2015,98.3
15K172,2016,98
15K172,2017,98.8
15K172,2018,100
15K172,2019,96.4
15K230,2013,36.4
15K230,2014,43.5
15K230,2015,46.7
15K230,2016,45
15K230,2017,48.4
15K230,2018,47.9
15K230,2019,58.8
15K261,2013,32.5
15K261,2014,49.2
15K261,2015,60.3
15K261,2016,58.9
15K261,2017,55.7
15K261,2018,54.1
15K261,2019,54.7
15K295,2013,30.8
15K295,2014,44
15K295,2015,51.3
15K295,2016,64.2
15K295,2017,62.2
15K295,2018,64
15K295,2019,72.8
15K321,2013,79.4
15K321,2014,80.4
15K321,2015,82.2
15K321,2016,86.4
15K321,2017,86.7
15K321,2018,87.4
15K321,2019,86.7
15K442,2013,7.4
15K442,2014,4.7
15K442,2015,13.4
15K442,2016,26.5
15K442,2017,35.5
15K442,2018,46.6
15K442,2019,62.6
15K443,2013,34.2
15K443,2014,48.5
15K443,2015,53.3
15K443,2016,67.4
15K443,2017,62.6
15K443,2018,68.4
15K443,2019,78.6
15K447,2013,65.9
15K447,2014,68.2
15K447,2015,80
15K447,2016,80.2
15K447,2017,84
15K447,2018,80.9
15K447,2019,82
15K448,2013,5.7
15K448,2014,5.9
15K448,2015,2
15K448,2016,10
15K448,2017,6.8
15K448,2018,15.1
15K448,2019,20.6
15K464,2013,4.1
15K464,2014,16.7
15K464,2015,30.4
15K464,2016,38.5
15K464,2017,35.9
15K464,2018,44
15K464,2019,39.8
15K497,2013,7.5
15K497,2014,6
15K497,2015,6.2
15K497,2016,17.4
15K497,2017,32
15K497,2018,48.5
15K497,2019,59.7
15K516,2017,38.1
15K516,2018,30.6
15K516,2019,35.5
15K676,2013,15.8
15K676,2014,19
15K676,2015,19.7
15K676,2016,8.3
15K676,2017,16.5
15K676,2018,11.8
15K676,2019,20.8
15K821,2013,28.7
15K821,2014,26.2
15K821,2015,46.2
15K821,2016,39.8
15K821,2017,32.7
15K821,2018,37
15K821,2019,37.4
15K839,2016,30.9
15K839,2017,38.8
15K839,2018,55
15K839,2019,46.8
16K005,2013,17
16K005,2014,8.4
16K005,2015,8.6
16K005,2016,66.7
16K005,2017,39.7
16K005,2018,35.3
16K005,2019,33.3
16K021,2013,34.4
16K021,2014,26.8
16K021,2015,27.1
16K021,2016,44.9
16K021,2017,32.9
16K021,2018,58.3
16K021,2019,58.2
16K025,2013,12.6
16K025,2014,11
16K025,2015,22.1
16K025,2016,32
16K025,2017,53.2
16K025,2018,70.7
16K025,2019,58.1
16K026,2013,28.5
16K026,2014,25.5
16K026,2015,27.3
16K026,2016,33.8
16K026,2017,46.1
16K026,2018,57.4
16K026,2019,59.7
16K028,2013,13.1
16K028,2014,17.5
16K028,2015,9.8
16K028,2016,15.5
16K028,2017,28.2
16K028,2018,38.4
16K028,2019,49.1
16K035,2013,6.8
16K035,2014,12.2
16K035,2015,13.7
16K035,2016,23.7
16K035,2017,11.3
16K035,2018,14.3
16K035,2019,28
16K040,2013,16.4
16K040,2014,18.2
16K040,2015,13.2
16K040,2016,19.2
16K040,2017,40.2
16K040,2018,59.5
16K040,2019,63.6
16K057,2013,9
16K057,2014,9.5
16K057,2015,14.3
16K057,2016,17.3
16K057,2017,15.5
16K057,2018,15.4
16K057,2019,5.3
16K081,2013,21.5
16K081,2014,17.3
16K081,2015,21.4
16K081,2016,18.9
16K081,2017,10
16K081,2018,18.8
16K081,2019,24.5
16K243,2013,20
16K243,2014,19.8
16K243,2015,27.5
16K243,2016,24.3
16K243,2017,16
16K243,2018,31
16K243,2019,28
16K262,2013,16.2
16K262,2014,17.8
16K262,2015,23.7
16K262,2016,13.9
16K262,2017,10.9
16K262,2018,56.5
16K262,2019,42.7
16K267,2013,9.1
16K267,2014,17.3
16K267,2015,25.3
16K267,2016,52.3
16K267,2017,34.1
16K267,2018,29.4
16K267,2019,44
16K308,2013,5.6
16K308,2014,9.6
16K308,2015,6.8
16K308,2016,3.8
16K308,2017,2.8
16K308,2018,8.9
16K308,2019,14.9
16K309,2013,13.4
16K309,2014,23.6
16K309,2015,18.2
16K309,2016,21.2
16K309,2017,16.2
16K309,2018,14.5
16K309,2019,24.4
16K335,2013,12.4
16K335,2014,15
16K335,2015,22.6
16K335,2016,31.9
16K335,2017,33.9
16K335,2018,34.6
16K335,2019,28.3
16K627,2013,23.1
16K627,2014,36.5
16K627,2015,31.3
16K627,2016,21.2
16K627,2017,34.5
16K627,2018,47.2
16K627,2019,37.9
16K628,2013,20.3
16K628,2014,36.8
16K628,2015,42
16K628,2016,41.4
16K628,2017,32.3
16K628,2018,45.3
16K628,2019,50
16K681,2013,2.4
16K681,2014,5.3
16K681,2015,9.7
16K681,2016,16.3
16K681,2017,8.3
16K681,2018,5.6
16K681,2019,13.7
16K898,2019,13.2
17K002,2013,17.7
17K002,2014,15.7
17K002,2015,23.7
17K002,2016,24.2
17K002,2017,18.5
17K002,2018,22
17K002,2019,24.4
17K006,2013,21.6
17K006,2014,25.8
17K006,2015,25.7
17K006,2016,19.7
17K006,2017,20.7
17K006,2018,22.9
17K006,2019,31.3
17K012,2013,10
17K012,2014,20.7
17K012,2015,14.7
17K012,2016,16.9
17K012,2017,33.3
17K012,2018,30.1
17K012,2019,22.2
17K061,2013,11.5
17K061,2014,15.8
17K061,2015,17.2
17K061,2016,23.5
17K061,2017,17.6
17K061,2018,29.6
17K061,2019,31.8
17K091,2013,14.1
17K091,2014,15.6
17K091,2015,20.1
17K091,2016,25
17K091,2017,29.9
17K091,2018,37.4
17K091,2019,47.3
17K092,2013,12.7
17K092,2014,14.4
17K092,2015,10.6
17K092,2016,13.6
17K092,2017,17.9
17K092,2018,26.4
17K092,2019,30.4
17K138,2013,21.5
17K138,2014,24.4
17K138,2015,28.1
17K138,2016,35.9
17K138,2017,37.5
17K138,2018,49.7
17K138,2019,57.7
17K161,2013,27.6
17K161,2014,25.3
17K161,2015,34.9
17K161,2016,28.8
17K161,2017,28.2
17K161,2018,27.4
17K161,2019,32.9
17K181,2013,15.1
17K181,2014,15
17K181,2015,12.8
17K181,2016,13
17K181,2017,13
17K181,2018,21.5
17K181,2019,25.5
17K189,2013,27.1
17K189,2014,40.7
17K189,2015,46
17K189,2016,60.3
17K189,2017,52.5
17K189,2018,56.7
17K189,2019,51.4
17K191,2013,12.6
17K191,2014,20.6
17K191,2015,27.3
17K191,2016,57.4
17K191,2017,50
17K191,2018,64.6
17K191,2019,64.4
17K221,2013,17.3
17K221,2014,20.9
17K221,2015,28.1
17K221,2016,28.6
17K221,2017,30.7
17K221,2018,35.2
17K221,2019,39.8
17K241,2013,34.3
17K241,2014,45
17K241,2015,51.8
17K241,2016,54.9
17K241,2017,37.7
17K241,2018,54.5
17K241,2019,61.2
17K246,2013,3.6
17K246,2014,3.7
17K246,2015,6.7
17K246,2016,5.6
17K246,2017,7.9
17K246,2018,14.4
17K246,2019,21.6
17K249,2013,56.9
17K249,2014,61.7
17K249,2015,64.1
17K249,2016,72.6
17K249,2017,71.1
17K249,2018,71.7
17K249,2019,75.2
17K289,2013,23.9
17K289,2014,30.1
17K289,2015,25.9
17K289,2016,26.3
17K289,2017,38.8
17K289,2018,43
17K289,2019,52.7
17K316,2013,26.6
17K316,2014,44
17K316,2015,48.3
17K316,2016,44.1
17K316,2017,57.6
17K316,2018,56.5
17K316,2019,59.5
17K340,2013,28.9
17K340,2014,18
17K340,2015,26.2
17K340,2016,17.4
17K340,2017,21
17K340,2018,36.2
17K340,2019,40.7
17K352,2013,3.1
17K352,2014,3.4
17K352,2015,6.2
17K352,2016,14.9
17K352,2017,9.4
17K352,2018,27
17K352,2019,18
17K353,2013,3.6
17K353,2014,4.7
17K353,2015,6.1
17K353,2016,14.2
17K353,2017,14.1
17K353,2018,11.6
17K353,2019,12.8
17K354,2013,21.8
17K354,2014,42.7
17K354,2015,37.1
17K354,2016,32.6
